ESTU_TIPODOCUMENTO;CORRECTO;ESTU_GENERO;PERIODO;ESTU_PAIS_RESIDE;ESTU_DEPTO_RESIDE;ESTU_MCPIO_RESIDE;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENESERVICIOTV;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_MCPIO_UBICACION;COLE_DEPTO_UBICACION;PUNT_GLOBAL;edad
CR;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;Postgrado;Tecnica o Tecnologa completa;Estrato 6;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;Si;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;Pensionado;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;COL BOLIVAR;MIXTO;NO OFICIAL;B;S;ACADEMICO;COL BOLIVAR;S;URBANO;COMPLETA;CALI;VALLE;347;18
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 4;3 a 4;Tres;Si;Si;Si;Si;Si;Si;Si;Si;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;No sabe;No sabe;Igual;30 minutos o menos;Mas de 3 horas;Entre 21 y 30 horas;No;COL CATOLICO;MIXTO;NO OFICIAL;B;N;ACADEMICO;COL CATOLICO;S;URBANO;COMPLETA;CALI;VALLE;265;16
CR;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Postgrado;Estrato 6;1 a 2;Dos;Si;Si;Si;Si;Si;Si;No;Si;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;Pensionado;Mejor;Mas de 2 horas;Mas de 3 horas;0;No;LICEO BENALCAZAR;FEMENINO;NO OFICIAL;B;N;ACADEMICO;LICEO BENALCAZAR;S;URBANO;COMPLETA;CALI;VALLE;250;18
CC;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Educacion Profesional completa;Estrato 3;3 a 4;Tres;Si;Si;Si;No;Si;Si;Si;No;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;No sabe;No aplica;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;COLEGIO PARROQIAL SANTIAGO APOSTOL;MIXTO;NO OFICIAL;B;N;TECNICO/ACADEMICO;COLEGIO PARROQIAL SANTIAGO APOSTOL;S;URBANO;MANANA;CALI;VALLE;272;18
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Tecnica o Tecnologa completa;Estrato 3;5 a 6;Cinco;Si;Si;Si;Si;Si;Si;Si;Si;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;Es vendedor o trabaja en atencion al publico;No sabe;Mejor;30 minutos o menos;Mas de 3 horas;0;No;LICEO SUPERIOR JUAN PABLO II;MIXTO;NO OFICIAL;B;N;TECNICO;LICEO SUPERIOR JUAN PABLO II - SEDE PRINCIPAL;S;URBANO;MANANA;CALI;VALLE;259;16
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;No sabe;Tecnica o Tecnologica incompleta;Estrato 2;5 a 6;Tres;Si;Si;Si;Si;Si;No;Si;Si;MAS DE 100 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Igual;Mas de 2 horas;Mas de 3 horas;0;No;COLEGIO MIGUEL CAMACHO PEREA;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO MIGUEL CAMACHO PEREA;S;URBANO;COMPLETA;CALI;VALLE;305;17
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;Educacion Profesional incompleta;Educacion Profesional completa;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;No;11 A 25 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;No aplica;No aplica;Mejor;30 minutos o menos;30 minutos o menos;0;No;COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ;S;RURAL;COMPLETA;CALI;VALLE;360;16
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Tecnica o Tecnologa completa;Estrato 3;5 a 6;Cuatro;Si;Si;Si;Si;Si;Si;No;Si;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Mas de 3 horas;0;No;COLEGIO COMFANDI EL PRADO;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO COMFANDI EL PRADO;S;URBANO;MANANA;CALI;VALLE;339;16
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional incompleta;Estrato 3;3 a 4;Dos;Si;Si;Si;Si;Si;Si;No;No;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;Entre 1 y 2 horas;Mas de 3 horas;0;No;COL. BAUTISTA;MIXTO;NO OFICIAL;B;N;TECNICO;COL. BAUTISTA;S;URBANO;MANANA;CALI;VALLE;227;15
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Educacion Profesional completa;Estrato 4;3 a 4;Tres;Si;Si;Si;Si;Si;Si;Si;Si;11 A 25 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;No aplica;No aplica;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;0;No;LA PRESENTACION EL PARAISO;MIXTO;NO OFICIAL;B;N;TECNICO;LA PRESENTACION EL PARAISO;S;URBANO;COMPLETA;CALI;VALLE;260;16
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Tecnica o Tecnologa completa;Estrato 3;5 a 6;Tres;Si;Si;Si;No;Si;Si;No;No;26 A 100 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;Mas de 2 horas;Entre 1 y 3 horas;0;No;COLEGIO MIXTO SAN VICENTE;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO MIXTO SAN VICENTE;S;URBANO;MANANA;CALI;VALLE;335;16
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Tecnica o Tecnologa completa;Estrato 2;5 a 6;Cuatro;Si;Si;Si;Si;Si;No;Si;No;11 A 25 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Mejor;30 minutos o menos;30 minutos o menos;0;No;INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO;MIXTO;NO OFICIAL;B;N;TECNICO;INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO;S;URBANO;COMPLETA;CALI;VALLE;305;16
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 2;3 a 4;Tres;Si;Si;Si;Si;Si;No;No;No;0 A 10 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;1 o 2 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;COLEGIO PARROQUIAL NUESTRA SEÃ‘ORA DE LOS ANDES;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO PARROQUIAL NUESTRA SEÃ‘ORA DE LOS ANDES;S;URBANO;MANANA;CALI;VALLE;240;15
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;Postgrado;Postgrado;Estrato 6;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;No;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;No sabe;Peor;Mas de 2 horas;Mas de 3 horas;0;No;COLEGIO AMERICANO;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO AMERICANO;S;URBANO;COMPLETA;CALI;VALLE;315;16
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional incompleta;Estrato 3;7 a 8;Cuatro;Si;Si;Si;Si;Si;No;No;Si;26 A 100 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;1 o 2 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;COLEGIO SAN FERNANDO REY;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO SAN FERNANDO REY;S;URBANO;MANANA;CALI;VALLE;265;16
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;Postgrado;Postgrado;Estrato 3;5 a 6;Cuatro;Si;Si;Si;No;Si;Si;No;No;MAS DE 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;No aplica;No aplica;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;LICEO  JUAN  XXIII;MIXTO;NO OFICIAL;B;N;ACADEMICO;LICEO  JUAN  XXIII;S;URBANO;COMPLETA;CALI;VALLE;267;16
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 4;3 a 4;Uno;Si;Si;Si;No;Si;Si;No;Si;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;No aplica;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;COMFANDI MIRAFLORES;MIXTO;NO OFICIAL;B;N;ACADEMICO;COMFANDI MIRAFLORES;S;URBANO;MANANA;CALI;VALLE;294;17
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;No sabe;Secundaria (Bachillerato) completa;Estrato 3;1 a 2;Dos;Si;Si;Si;No;Si;No;Si;No;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;Todos o casi todos los dias;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;Mas de 2 horas;Mas de 3 horas;0;No;COLEGIO LOS ANDES;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO LOS ANDES;S;URBANO;MANANA;CALI;VALLE;279;16
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 4;3 a 4;Dos;Si;Si;Si;No;Si;Si;No;No;26 A 100 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;CORPORACION COLEGIO AMERICAS UNIDAS;MIXTO;NO OFICIAL;B;N;ACADEMICO;CORPORACION COLEGIO AMERICAS UNIDAS;S;URBANO;MANANA;CALI;VALLE;311;16
CC;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 5;5 a 6;Cuatro;Si;Si;Si;Si;Si;No;No;Si;MAS DE 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;No sabe;No sabe;Igual;No leo por entretenimiento;Mas de 3 horas;0;No;COL CATOLICO;MIXTO;NO OFICIAL;B;N;ACADEMICO;COL CATOLICO;S;URBANO;COMPLETA;CALI;VALLE;257;18
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Tecnica o Tecnologa completa;Estrato 3;3 a 4;Tres;Si;Si;No;Si;No;Si;No;No;MAS DE 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;Pensionado;No aplica;Mejor;Entre 1 y 2 horas;Mas de 3 horas;0;No;COLEGIO LUIS CARLOS GALAN SARMIENTO;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO LUIS CARLOS GALAN SARMIENTO;S;URBANO;MANANA;CALI;VALLE;293;17
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;Tres;Si;Si;No;Si;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Igual;No leo por entretenimiento;Entre 1 y 3 horas;0;No;COLEGIO PARROQUIAL NUESTRA SEÃ‘ORA DE LOS ANDES;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO PARROQUIAL NUESTRA SEÃ‘ORA DE LOS ANDES;S;URBANO;MANANA;CALI;VALLE;233;16
CC;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional incompleta;Estrato 5;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;Si;11 A 25 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;1 o 2 veces por semana;No aplica;No aplica;Peor;Entre 30 y 60 minutos;30 minutos o menos;0;No;COLEGIO BILINGUE DIANA OESE;MIXTO;NO OFICIAL;B;S;ACADEMICO;COLEGIO BILINGUE DIANA OESE;S;RURAL;COMPLETA;CALI;VALLE;397;17
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;Postgrado;Postgrado;Estrato 6;3 a 4;Cuatro;Si;Si;Si;Si;Si;No;No;Si;MAS DE 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 1 y 3 horas;MÃ¡s de 30 horas;No;COLEGIO BILINGUE MONTESSORI;MIXTO;NO OFICIAL;B;S;ACADEMICO;COLEGIO BILINGUE MONTESSORI;S;URBANO;COMPLETA;CALI;VALLE;291;16
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;No sabe;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;Si;Si;Si;Si;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;No sabe;Mejor;Entre 30 y 60 minutos;Mas de 3 horas;0;No;FUND COL PAR SAN PEDRO CLAVER;MIXTO;NO OFICIAL;B;N;TECNICO;FUND COL PAR SAN PEDRO CLAVER;S;URBANO;MANANA;CALI;VALLE;259;16
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;Postgrado;Postgrado;Estrato 5;7 a 8;Seis o mas;Si;Si;Si;Si;Si;Si;Si;Si;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;No sabe;No sabe;Mejor;30 minutos o menos;Mas de 3 horas;0;No;LICEO BENALCAZAR;FEMENINO;NO OFICIAL;B;N;ACADEMICO;LICEO BENALCAZAR;S;URBANO;COMPLETA;CALI;VALLE;303;17
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional incompleta;Estrato 5;5 a 6;Tres;Si;Si;Si;Si;Si;Si;No;No;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;Mas de 3 horas;0;No;LICEO BENALCAZAR;FEMENINO;NO OFICIAL;B;N;ACADEMICO;LICEO BENALCAZAR;S;URBANO;COMPLETA;CALI;VALLE;342;17
CC;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Educacion Profesional incompleta;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;Si;Si;Si;Si;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;Todos o casi todos los dias;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;COLEGIO MILITAR JOSE ACEVEDO Y GOMEZ;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO MILITAR JOSE ACEVEDO Y GOMEZ;S;URBANO;MANANA;CALI;VALLE;264;18
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional completa;Estrato 6;1 a 2;Dos;Si;Si;Si;Si;Si;Si;No;No;0 A 10 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;Pensionado;Mejor;30 minutos o menos;Entre 1 y 3 horas;0;No;GIMN LOS FARALLONES;MIXTO;NO OFICIAL;B;N;ACADEMICO;GIMN LOS FARALLONES;S;URBANO;MANANA;CALI;VALLE;265;17
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 5;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;Si;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;No sabe;No sabe;Mejor;30 minutos o menos;Entre 1 y 3 horas;0;No;COLEGIO LAURETTA BENDER;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO LAURETTA BENDER;S;URBANO;COMPLETA;CALI;VALLE;302;17
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;JAMUNDI;No sabe;Educacion Profesional completa;Estrato 3;3 a 4;Dos;Si;Si;Si;Si;Si;No;No;Si;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;No sabe;Pensionado;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;CORPORACION COLEGIO AMERICAS UNIDAS;MIXTO;NO OFICIAL;B;N;ACADEMICO;CORPORACION COLEGIO AMERICAS UNIDAS;S;URBANO;MANANA;CALI;VALLE;327;15
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 3;9;Seis o mas;Si;Si;Si;No;Si;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Mas de 3 horas;0;No;COL PARROQ SAN JUAN BAUTISTA;MIXTO;NO OFICIAL;B;N;TECNICO;COL PARROQ SAN JUAN BAUTISTA;S;URBANO;MANANA;CALI;VALLE;236;17
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 3;3 a 4;Tres;Si;Si;Si;No;Si;No;No;No;11 A 25 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;1 o 2 veces por semana;Pensionado;No aplica;Peor;30 minutos o menos;Mas de 3 horas;0;No;FUND COL PAR SAN PEDRO CLAVER;MIXTO;NO OFICIAL;B;N;TECNICO;FUND COL PAR SAN PEDRO CLAVER;S;URBANO;MANANA;CALI;VALLE;222;16
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica incompleta;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;Si;Si;Si;No;MAS DE 100 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;3 a 5 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;COL BILINGÃœE LANCASTER;MIXTO;NO OFICIAL;B;S;TECNICO;COL BILINGÃœE LANCASTER;S;URBANO;COMPLETA;CALI;VALLE;298;16
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica incompleta;Postgrado;Estrato 5;3 a 4;Cuatro;Si;Si;Si;No;Si;No;No;No;26 A 100 LIBROS;3 a 5 veces por semana;1 o 2 veces por semana;Todos o casi todos los dias;Pensionado;No aplica;Igual;Entre 1 y 2 horas;Entre 30 y 60 minutos;0;No;COLEGIO SAN JOSE - SEDE CHAMPAGNAT;FEMENINO;NO OFICIAL;B;N;TECNICO/ACADEMICO;COLEGIO SAN JOSE - BARRIO CHAMPAGNAT;S;URBANO;COMPLETA;CALI;VALLE;239;17
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;Primaria incompleta;Tecnica o Tecnologa completa;Estrato 4;3 a 4;Cuatro;Si;Si;Si;Si;Si;Si;No;No;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;No aplica;Igual;30 minutos o menos;Mas de 3 horas;0;No;LICEO  JUAN  XXIII;MIXTO;NO OFICIAL;B;N;ACADEMICO;LICEO  JUAN  XXIII;S;URBANO;COMPLETA;CALI;VALLE;244;16
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Tecnica o Tecnologa completa;Estrato 5;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;Si;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;No sabe;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;COLEGIO DE SAN LUIS GONZAGA;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO DE SAN LUIS GONZAGA;S;URBANO;MANANA;CALI;VALLE;297;16
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;Postgrado;Educacion Profesional completa;Estrato 4;1 a 2;Dos;Si;Si;Si;Si;Si;Si;No;No;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;No sabe;No sabe;Peor;Entre 1 y 2 horas;Mas de 3 horas;0;No;COLEGIO LAURETTA BENDER;MIXTO;NO OFICIAL;B;N;ACADEMICO;COLEGIO LAURETTA BENDER;S;URBANO;COMPLETA;CALI;VALLE;328;16
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;Postgrado;Postgrado;Estrato 5;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;Si;26 A 100 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;Todos o casi todos los dias;No aplica;Es vendedor o trabaja en atencion al publico ;Mejor;Entre 30 y 60 minutos;Mas de 3 horas;0;No;ASPAEN COLEGIO JUANAMBÃš;MASCULINO;NO OFICIAL;B;N;ACADEMICO;ASPAEN COLEGIO JUANAMBÃš - SEDE PRINCIPAL;S;URBANO;COMPLETA;CALI;VALLE;346;17
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;JAMUNDI;Secundaria Bachillerato completa;Tecnica o Tecnologa completa;Estrato 4;5 a 6;Cuatro;Si;Si;Si;No;Si;No;Si;Si;MAS DE 100 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Pensionado;Mejor;Entre 1 y 2 horas;Entre 1 y 3 horas;0;No;COLEGIO COMFANDI EL PRADO;MIXTO;NO OFICIAL;B;N;TECNICO;COLEGIO COMFANDI EL PRADO;S;URBANO;MANANA;CALI;VALLE;270;16
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Tecnica o Tecnologa completa;Estrato 3;3 a 4;Tres;Si;Si;Si;No;No;Si;Si;Si;26 A 100 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;Todos o casi todos los dias;No aplica;No aplica;Mejor;No leo por entretenimiento;Entre 1 y 3 horas;0;No;COMFANDI MIRAFLORES;MIXTO;NO OFICIAL;B;N;ACADEMICO;COMFANDI MIRAFLORES;S;URBANO;MANANA;CALI;VALLE;237;16
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;Primaria incompleta;Primaria incompleta;Estrato 5;5 a 6;Cuatro;Si;Si;Si;Si;Si;Si;No;No;MAS DE 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO;MIXTO;NO OFICIAL;B;N;TECNICO;INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO;S;URBANO;COMPLETA;CALI;VALLE;300;16
TI;COLOMBIA;F;20171;COLOMBIA;VALLE;CALI;No aplica;Educacion Profesional completa;Estrato 3;5 a 6;Seis o mas;Si;Si;Si;Si;Si;No;No;Si;26 A 100 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Mejor;30 minutos o menos;Mas de 3 horas;0;No;COLEGIO LEON DE GREIFF;MIXTO;NO OFICIAL;B;N;TECNICO/ACADEMICO;COLEGIO LEON DE GREIFF;S;URBANO;TARDE;CALI;VALLE;237;16
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Educacion Profesional incompleta;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;No;11 A 25 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;Nunca o rara vez comemos eso;No sabe;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;COLEGIO LEON DE GREIFF;MIXTO;NO OFICIAL;B;N;TECNICO/ACADEMICO;COLEGIO LEON DE GREIFF;S;URBANO;MANANA;CALI;VALLE;383;17
TI;COLOMBIA;M;20171;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 4;1 a 2;Dos;Si;Si;Si;No;Si;No;No;No;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;No sabe;No sabe;Igual;No leo por entretenimiento;30 minutos o menos;Entre 21 y 30 horas;No;COL. NUESTRA SEÃ‘ORA DE LA GRACIA;FEMENINO;NO OFICIAL;B;N;ACADEMICO;COL. NUESTRA SEÃ‘ORA DE LA GRACIA;S;URBANO;COMPLETA;CALI;VALLE;264;16
