ESTU_TIPODOCUMENTO,ESTU_GENERO,PERIODO,ESTU_PAIS_RESIDE,ESTU_DEPTO_RESIDE,ESTU_MCPIO_RESIDE,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_MCPIO_UBICACION,COLE_DEPTO_UBICACION,PUNT_GLOBAL,edad
CE,F,20171,COLOMBIA,ANTIOQUIA,MEDELLIN,No aplica,Educacion Profesional incompleta,Estrato 2,5 a 6,Cuatro,Si,No,Si,Si,No,Si,No,Si,MAS DE 100 LIBROS,Nunca,3 a 5 veces por semana,1 vez por semana,Si,No,Mejor,Más de 3 horas,Entre 1 y 3 horas,21-40,Si,COLEGIO COMFANDI EL PRADO,MIXTO,NO OFICIAL,B,S,TECNICO,COLEGIO COMFANDI EL PRADO,N,URBANO,MANANA,BOGOTA,SANTANDER,210,16
CE,F,20192,COLOMBIA,ANTIOQUIA,MEDELLIN,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 5,5 a 6,Cuatro,Si,No,Si,Si,Si,No,Si,No,0 A 10 LIBROS,3 a 5 veces por semana,Todos o casi todos los dias,Todos o casi todos los dias,No sabe,No aplica,Igual,30 minutos o menos,30 minutos o menos,0,Si,COLEGIO COMFANDI EL PRADO,FEMENINO,OFICIAL,B,N,TECNICO,SEDE PRINCIPAL,N,RURAL,NOCHE,BUCARAMANGA,CUNDINAMARCA,185,29
TI,M,20191,COLOMBIA,VALLE,BOGOTA,Educacion Profesional completa,No aplica,Estrato 4,5 a 6,Tres,Si,Si,No,Si,Si,Si,Si,Si,51 A 100 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,No aplica,Si,Mejor,Entre 1 y 3 horas,Entre 1 y 3 horas,21-40,Si,COLEGIO CENTRAL,MASCULINO,NO OFICIAL,A,S,TECNICO,SEDE SECUNDARIA,N,URBANO,MANANA,BOGOTA,CUNDINAMARCA,359,22
TI,M,20192,COLOMBIA,VALLE,MEDELLIN,No aplica,No aplica,Estrato 4,7 o más,Cinco,No,No,No,Si,Si,No,No,No,11 A 50 LIBROS,Nunca,3 a 5 veces por semana,Todos o casi todos los dias,No aplica,No,Peor,Más de 3 horas,30 minutos o menos,11-20,No,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,A,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,URBANO,TARDE,BUCARAMANGA,CUNDINAMARCA,246,25
TI,F,20182,COLOMBIA,ANTIOQUIA,MEDELLIN,Educacion Profesional completa,No aplica,Estrato 5,5 a 6,Cinco,No,No,No,No,Si,No,Si,No,51 A 100 LIBROS,Nunca,Nunca,1 vez por semana,Si,No sabe,Mejor,Más de 3 horas,30 minutos o menos,0,No,COLEGIO CENTRAL,FEMENINO,OFICIAL,B,S,TECNICO,SEDE PRINCIPAL,S,RURAL,TARDE,BARRANQUILLA,CUNDINAMARCA,241,16
CC,M,20181,COLOMBIA,ATLANTICO,MEDELLIN,No aplica,No aplica,Estrato 1,5 a 6,Dos,Si,No,Si,No,Si,Si,No,No,MAS DE 100 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,Todos o casi todos los dias,No sabe,Si,Peor,30 minutos o menos,30 minutos o menos,21-40,Si,COLEGIO CENTRAL,MIXTO,OFICIAL,A,N,TECNICO,SEDE PRINCIPAL,N,RURAL,MANANA,BOGOTA,ATLANTICO,243,29
CE,M,20181,COLOMBIA,ANTIOQUIA,BUCARAMANGA,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 2,7 o más,Dos,Si,Si,Si,No,Si,Si,No,Si,51 A 100 LIBROS,Todos o casi todos los dias,1 vez por semana,3 a 5 veces por semana,Si,No,Peor,Más de 3 horas,30 minutos o menos,21-40,No,COLEGIO COMFANDI EL PRADO,MIXTO,NO OFICIAL,B,N,TECNICO,SEDE SECUNDARIA,N,RURAL,MANANA,CALI,CUNDINAMARCA,311,19
CC,F,20191,COLOMBIA,CUNDINAMARCA,CALI,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 6,7 o más,Cuatro,Si,No,No,Si,Si,No,Si,No,0 A 10 LIBROS,1 vez por semana,Todos o casi todos los dias,3 a 5 veces por semana,No aplica,No,Igual,Entre 1 y 3 horas,30 minutos o menos,0,Si,COLEGIO MAYOR,MIXTO,OFICIAL,B,N,TECNICO,SEDE SECUNDARIA,S,URBANO,TARDE,BARRANQUILLA,VALLE,222,27
TI,M,20171,COLOMBIA,VALLE,BOGOTA,Educacion Profesional completa,Educacion Profesional completa,Estrato 6,3 a 4,Dos,Si,No,Si,Si,No,No,No,No,0 A 10 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,1 vez por semana,No aplica,No aplica,Peor,Entre 1 y 3 horas,30 minutos o menos,11-20,No,COLEGIO MAYOR,MASCULINO,OFICIAL,A,N,TECNICO,SEDE PRINCIPAL,S,RURAL,TARDE,MEDELLIN,ATLANTICO,212,24
CC,M,20181,COLOMBIA,VALLE,MEDELLIN,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 5,5 a 6,Dos,No,Si,No,Si,Si,No,Si,Si,0 A 10 LIBROS,Todos o casi todos los dias,1 vez por semana,Nunca,No,No,Igual,Más de 3 horas,Más de 3 horas,11-20,Si,COLEGIO MAYOR,MASCULINO,OFICIAL,B,S,TECNICO,COLEGIO COMFANDI EL PRADO,S,URBANO,MANANA,CALI,ATLANTICO,291,24
CC,F,20192,COLOMBIA,ATLANTICO,CALI,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 4,3 a 4,Cinco,Si,Si,Si,Si,No,No,No,Si,MAS DE 100 LIBROS,3 a 5 veces por semana,Todos o casi todos los dias,Nunca,No,No sabe,Peor,Entre 1 y 3 horas,Más de 3 horas,1-10,No,COLEGIO MAYOR,MIXTO,OFICIAL,A,S,TECNICO,COLEGIO COMFANDI EL PRADO,N,RURAL,NOCHE,BUCARAMANGA,ATLANTICO,303,26
CC,M,20182,COLOMBIA,VALLE,CALI,No aplica,Educacion Profesional completa,Estrato 2,7 o más,Cinco,No,No,No,No,No,No,Si,Si,51 A 100 LIBROS,3 a 5 veces por semana,Todos o casi todos los dias,Todos o casi todos los dias,No,No,Mejor,Entre 1 y 3 horas,Entre 1 y 3 horas,11-20,Si,COLEGIO MAYOR,MIXTO,NO OFICIAL,B,N,ACADEMICO,SEDE SECUNDARIA,N,URBANO,MANANA,BUCARAMANGA,ANTIOQUIA,358,19
TI,F,20192,COLOMBIA,CUNDINAMARCA,BUCARAMANGA,Educacion Profesional completa,No aplica,Estrato 6,5 a 6,Cuatro,No,Si,Si,No,No,No,Si,No,MAS DE 100 LIBROS,1 vez por semana,Todos o casi todos los dias,Todos o casi todos los dias,No sabe,No aplica,Peor,Entre 1 y 3 horas,30 minutos o menos,21-40,No,COLEGIO COMFANDI EL PRADO,FEMENINO,OFICIAL,B,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,RURAL,MANANA,BARRANQUILLA,CUNDINAMARCA,389,18
CE,M,20181,COLOMBIA,SANTANDER,MEDELLIN,No aplica,Educacion Profesional incompleta,Estrato 6,7 o más,Tres,No,Si,No,No,No,Si,No,Si,11 A 50 LIBROS,Todos o casi todos los dias,Nunca,3 a 5 veces por semana,No,No sabe,Igual,Entre 1 y 3 horas,Entre 1 y 3 horas,0,No,COLEGIO MAYOR,MASCULINO,OFICIAL,A,N,ACADEMICO,SEDE PRINCIPAL,S,RURAL,NOCHE,BUCARAMANGA,SANTANDER,344,20
CE,M,20172,COLOMBIA,ATLANTICO,BARRANQUILLA,No aplica,Educacion Profesional completa,Estrato 4,5 a 6,Cinco,Si,No,Si,No,Si,Si,No,No,11 A 50 LIBROS,Todos o casi todos los dias,Todos o casi todos los dias,3 a 5 veces por semana,No sabe,No aplica,Igual,Más de 3 horas,Más de 3 horas,11-20,No,COLEGIO MAYOR,MASCULINO,NO OFICIAL,B,N,TECNICO,SEDE PRINCIPAL,S,URBANO,NOCHE,MEDELLIN,ATLANTICO,281,28
TI,M,20181,COLOMBIA,ANTIOQUIA,BARRANQUILLA,No aplica,Educacion Profesional completa,Estrato 2,7 o más,Dos,Si,No,Si,No,Si,No,Si,Si,MAS DE 100 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,1 vez por semana,Si,No aplica,Peor,Entre 1 y 3 horas,30 minutos o menos,0,No,COLEGIO CENTRAL,MIXTO,OFICIAL,B,S,TECNICO,COLEGIO COMFANDI EL PRADO,N,URBANO,NOCHE,MEDELLIN,ANTIOQUIA,162,28
TI,M,20192,COLOMBIA,VALLE,BARRANQUILLA,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 6,3 a 4,Dos,Si,Si,No,No,No,No,No,Si,MAS DE 100 LIBROS,Nunca,1 vez por semana,1 vez por semana,No sabe,No sabe,Igual,Más de 3 horas,Entre 1 y 3 horas,11-20,No,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,A,S,ACADEMICO,SEDE SECUNDARIA,N,URBANO,TARDE,MEDELLIN,SANTANDER,289,18
CE,F,20171,COLOMBIA,ANTIOQUIA,BOGOTA,No aplica,Educacion Profesional incompleta,Estrato 4,7 o más,Dos,Si,No,Si,No,Si,No,Si,Si,0 A 10 LIBROS,Nunca,3 a 5 veces por semana,Nunca,No,No sabe,Peor,Entre 1 y 3 horas,30 minutos o menos,21-40,No,COLEGIO MAYOR,MIXTO,OFICIAL,B,N,ACADEMICO,SEDE SECUNDARIA,N,URBANO,MANANA,BARRANQUILLA,ATLANTICO,174,25
CC,M,20171,COLOMBIA,ANTIOQUIA,BARRANQUILLA,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 5,5 a 6,Cuatro,Si,No,Si,Si,Si,Si,Si,No,11 A 50 LIBROS,3 a 5 veces por semana,1 vez por semana,Nunca,Si,No sabe,Igual,30 minutos o menos,30 minutos o menos,11-20,No,COLEGIO MAYOR,FEMENINO,OFICIAL,A,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,RURAL,NOCHE,CALI,CUNDINAMARCA,345,29
TI,M,20192,COLOMBIA,CUNDINAMARCA,MEDELLIN,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 4,5 a 6,Tres,No,No,No,Si,No,No,No,Si,0 A 10 LIBROS,Todos o casi todos los dias,1 vez por semana,Todos o casi todos los dias,No aplica,Si,Igual,Entre 1 y 3 horas,Entre 1 y 3 horas,0,Si,COLEGIO COMFANDI EL PRADO,MASCULINO,OFICIAL,B,S,ACADEMICO,SEDE PRINCIPAL,S,RURAL,TARDE,CALI,ATLANTICO,153,28
CE,M,20192,COLOMBIA,CUNDINAMARCA,BARRANQUILLA,No aplica,No aplica,Estrato 2,3 a 4,Cinco,Si,No,Si,Si,Si,No,Si,No,11 A 50 LIBROS,3 a 5 veces por semana,1 vez por semana,Todos o casi todos los dias,Si,Si,Mejor,Entre 1 y 3 horas,Entre 1 y 3 horas,21-40,No,COLEGIO COMFANDI EL PRADO,MASCULINO,OFICIAL,B,S,TECNICO,COLEGIO COMFANDI EL PRADO,S,URBANO,MANANA,MEDELLIN,ATLANTICO,367,29
TI,F,20181,COLOMBIA,CUNDINAMARCA,MEDELLIN,Educacion Profesional completa,No aplica,Estrato 5,3 a 4,Cinco,Si,Si,No,Si,No,No,No,Si,MAS DE 100 LIBROS,3 a 5 veces por semana,1 vez por semana,3 a 5 veces por semana,No sabe,Si,Peor,30 minutos o menos,Entre 1 y 3 horas,1-10,Si,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,A,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,RURAL,MANANA,MEDELLIN,CUNDINAMARCA,222,22
CC,F,20192,COLOMBIA,ANTIOQUIA,BUCARAMANGA,No aplica,Educacion Profesional incompleta,Estrato 1,3 a 4,Dos,Si,No,No,Si,No,Si,Si,Si,11 A 50 LIBROS,Nunca,1 vez por semana,1 vez por semana,Si,No,Peor,Más de 3 horas,Entre 1 y 3 horas,0,Si,COLEGIO COMFANDI EL PRADO,MASCULINO,NO OFICIAL,B,S,ACADEMICO,SEDE SECUNDARIA,S,URBANO,TARDE,BUCARAMANGA,ATLANTICO,278,25
TI,F,20181,COLOMBIA,VALLE,BUCARAMANGA,Educacion Profesional completa,Educacion Profesional completa,Estrato 4,5 a 6,Tres,Si,No,Si,Si,No,No,Si,No,0 A 10 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,1 vez por semana,No sabe,No aplica,Mejor,Más de 3 horas,Más de 3 horas,21-40,No,COLEGIO MAYOR,FEMENINO,NO OFICIAL,A,S,ACADEMICO,SEDE SECUNDARIA,N,RURAL,TARDE,MEDELLIN,ATLANTICO,317,26
CE,F,20172,COLOMBIA,SANTANDER,BUCARAMANGA,Educacion Profesional completa,No aplica,Estrato 6,3 a 4,Dos,No,No,No,Si,No,Si,Si,Si,11 A 50 LIBROS,3 a 5 veces por semana,Nunca,3 a 5 veces por semana,No,Si,Igual,Más de 3 horas,30 minutos o menos,21-40,No,COLEGIO MAYOR,FEMENINO,NO OFICIAL,A,N,ACADEMICO,SEDE PRINCIPAL,S,URBANO,NOCHE,CALI,ATLANTICO,362,27
TI,F,20181,COLOMBIA,ANTIOQUIA,BOGOTA,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 6,7 o más,Cinco,No,Si,No,Si,No,No,Si,No,51 A 100 LIBROS,1 vez por semana,Nunca,1 vez por semana,Si,No,Peor,Más de 3 horas,30 minutos o menos,1-10,No,COLEGIO COMFANDI EL PRADO,MASCULINO,OFICIAL,A,S,TECNICO,SEDE PRINCIPAL,S,RURAL,NOCHE,MEDELLIN,SANTANDER,343,20
TI,M,20172,COLOMBIA,VALLE,MEDELLIN,No aplica,Educacion Profesional completa,Estrato 2,3 a 4,Cinco,No,No,Si,No,Si,Si,No,Si,0 A 10 LIBROS,Nunca,Nunca,1 vez por semana,No aplica,No sabe,Igual,Más de 3 horas,Entre 1 y 3 horas,21-40,Si,COLEGIO MAYOR,FEMENINO,NO OFICIAL,A,S,TECNICO,SEDE PRINCIPAL,N,RURAL,NOCHE,BARRANQUILLA,SANTANDER,288,19
TI,M,20192,COLOMBIA,ANTIOQUIA,CALI,Educacion Profesional completa,No aplica,Estrato 5,7 o más,Cinco,No,Si,Si,Si,No,No,Si,Si,51 A 100 LIBROS,Nunca,Todos o casi todos los dias,3 a 5 veces por semana,No sabe,No,Igual,30 minutos o menos,Entre 1 y 3 horas,0,No,COLEGIO COMFANDI EL PRADO,MIXTO,NO OFICIAL,B,S,ACADEMICO,SEDE SECUNDARIA,N,URBANO,TARDE,BARRANQUILLA,VALLE,285,20
CE,F,20191,COLOMBIA,SANTANDER,BOGOTA,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 5,7 o más,Cuatro,Si,No,No,Si,No,No,No,Si,MAS DE 100 LIBROS,Nunca,3 a 5 veces por semana,1 vez por semana,No sabe,Si,Mejor,Más de 3 horas,30 minutos o menos,1-10,No,COLEGIO MAYOR,MASCULINO,NO OFICIAL,B,S,ACADEMICO,SEDE PRINCIPAL,S,RURAL,MANANA,BOGOTA,SANTANDER,377,24
TI,F,20192,COLOMBIA,ANTIOQUIA,BUCARAMANGA,No aplica,Educacion Profesional incompleta,Estrato 1,3 a 4,Dos,No,No,No,No,No,No,Si,Si,51 A 100 LIBROS,3 a 5 veces por semana,Todos o casi todos los dias,Todos o casi todos los dias,Si,No,Igual,30 minutos o menos,30 minutos o menos,1-10,No,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,B,N,TECNICO,SEDE SECUNDARIA,S,RURAL,MANANA,MEDELLIN,ATLANTICO,236,18
CE,F,20181,COLOMBIA,SANTANDER,BOGOTA,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 4,3 a 4,Cuatro,Si,Si,No,No,Si,No,No,Si,11 A 50 LIBROS,3 a 5 veces por semana,Nunca,1 vez por semana,No,No,Mejor,Más de 3 horas,30 minutos o menos,1-10,No,COLEGIO MAYOR,MASCULINO,OFICIAL,B,N,TECNICO,SEDE SECUNDARIA,N,RURAL,TARDE,BARRANQUILLA,CUNDINAMARCA,372,19
TI,F,20191,COLOMBIA,ATLANTICO,BUCARAMANGA,No aplica,No aplica,Estrato 6,3 a 4,Dos,No,Si,No,No,No,No,No,No,MAS DE 100 LIBROS,1 vez por semana,1 vez por semana,Todos o casi todos los dias,No sabe,Si,Mejor,Entre 1 y 3 horas,30 minutos o menos,11-20,Si,COLEGIO CENTRAL,MASCULINO,NO OFICIAL,B,N,ACADEMICO,SEDE SECUNDARIA,S,URBANO,NOCHE,BUCARAMANGA,ANTIOQUIA,332,29
CE,M,20172,COLOMBIA,ANTIOQUIA,MEDELLIN,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 2,3 a 4,Tres,Si,Si,Si,Si,No,No,Si,No,51 A 100 LIBROS,Todos o casi todos los dias,1 vez por semana,1 vez por semana,No sabe,No,Igual,Entre 1 y 3 horas,Entre 1 y 3 horas,0,Si,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,B,N,ACADEMICO,SEDE SECUNDARIA,N,RURAL,MANANA,CALI,CUNDINAMARCA,329,16
CC,F,20191,COLOMBIA,ANTIOQUIA,BOGOTA,Educacion Profesional completa,No aplica,Estrato 6,3 a 4,Tres,No,No,No,Si,Si,Si,Si,No,MAS DE 100 LIBROS,1 vez por semana,3 a 5 veces por semana,Nunca,No sabe,No,Peor,Entre 1 y 3 horas,Más de 3 horas,11-20,No,COLEGIO CENTRAL,MIXTO,NO OFICIAL,B,S,ACADEMICO,SEDE SECUNDARIA,N,RURAL,TARDE,BARRANQUILLA,CUNDINAMARCA,240,28
CC,M,20182,COLOMBIA,SANTANDER,MEDELLIN,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 1,3 a 4,Cuatro,Si,No,Si,No,Si,No,Si,No,0 A 10 LIBROS,Nunca,1 vez por semana,Todos o casi todos los dias,No,No sabe,Mejor,30 minutos o menos,30 minutos o menos,0,Si,COLEGIO MAYOR,FEMENINO,OFICIAL,B,S,TECNICO,COLEGIO COMFANDI EL PRADO,S,URBANO,TARDE,BOGOTA,ATLANTICO,325,19
TI,F,20172,COLOMBIA,VALLE,CALI,Educacion Profesional completa,No aplica,Estrato 4,5 a 6,Tres,No,Si,Si,Si,Si,Si,Si,Si,0 A 10 LIBROS,1 vez por semana,1 vez por semana,1 vez por semana,No aplica,No sabe,Igual,Entre 1 y 3 horas,Más de 3 horas,1-10,No,COLEGIO COMFANDI EL PRADO,MASCULINO,OFICIAL,A,S,ACADEMICO,SEDE PRINCIPAL,N,RURAL,TARDE,MEDELLIN,ATLANTICO,195,21
TI,M,20191,COLOMBIA,ANTIOQUIA,BOGOTA,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 5,3 a 4,Dos,No,No,Si,No,Si,No,Si,No,11 A 50 LIBROS,1 vez por semana,Todos o casi todos los dias,Todos o casi todos los dias,Si,No aplica,Igual,30 minutos o menos,30 minutos o menos,1-10,No,COLEGIO CENTRAL,MIXTO,NO OFICIAL,A,S,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,RURAL,MANANA,CALI,SANTANDER,179,22
CC,F,20171,COLOMBIA,SANTANDER,BARRANQUILLA,No aplica,Educacion Profesional completa,Estrato 4,5 a 6,Dos,No,Si,Si,Si,Si,Si,No,No,11 A 50 LIBROS,3 a 5 veces por semana,Todos o casi todos los dias,Todos o casi todos los dias,No aplica,No aplica,Igual,Más de 3 horas,Entre 1 y 3 horas,11-20,No,COLEGIO COMFANDI EL PRADO,FEMENINO,NO OFICIAL,B,N,ACADEMICO,SEDE SECUNDARIA,S,RURAL,MANANA,BOGOTA,ANTIOQUIA,217,23
CC,F,20191,COLOMBIA,VALLE,BOGOTA,No aplica,Educacion Profesional completa,Estrato 3,7 o más,Cuatro,Si,No,Si,No,No,Si,Si,No,MAS DE 100 LIBROS,3 a 5 veces por semana,Todos o casi todos los dias,3 a 5 veces por semana,No aplica,Si,Mejor,Entre 1 y 3 horas,30 minutos o menos,0,Si,COLEGIO COMFANDI EL PRADO,FEMENINO,OFICIAL,B,S,ACADEMICO,SEDE SECUNDARIA,S,RURAL,NOCHE,BOGOTA,SANTANDER,237,20
CE,M,20192,COLOMBIA,VALLE,BOGOTA,No aplica,No aplica,Estrato 4,5 a 6,Cuatro,Si,No,No,No,No,Si,Si,No,0 A 10 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,Todos o casi todos los dias,No,Si,Igual,Entre 1 y 3 horas,Más de 3 horas,11-20,No,COLEGIO CENTRAL,FEMENINO,OFICIAL,A,N,ACADEMICO,SEDE SECUNDARIA,S,URBANO,NOCHE,MEDELLIN,ATLANTICO,286,18
CC,F,20181,COLOMBIA,VALLE,BOGOTA,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 2,5 a 6,Tres,No,Si,No,No,No,No,Si,Si,11 A 50 LIBROS,1 vez por semana,3 a 5 veces por semana,Todos o casi todos los dias,Si,Si,Mejor,Entre 1 y 3 horas,Más de 3 horas,0,Si,COLEGIO MAYOR,MASCULINO,NO OFICIAL,B,N,TECNICO,SEDE SECUNDARIA,N,RURAL,TARDE,MEDELLIN,SANTANDER,318,23
CE,F,20181,COLOMBIA,CUNDINAMARCA,BUCARAMANGA,Educacion Profesional incompleta,No aplica,Estrato 4,5 a 6,Cuatro,No,Si,Si,Si,No,No,Si,No,MAS DE 100 LIBROS,Todos o casi todos los dias,1 vez por semana,1 vez por semana,Si,No,Mejor,Más de 3 horas,Más de 3 horas,0,Si,COLEGIO COMFANDI EL PRADO,MASCULINO,NO OFICIAL,B,N,ACADEMICO,SEDE SECUNDARIA,N,URBANO,NOCHE,MEDELLIN,SANTANDER,274,21
CE,F,20192,COLOMBIA,CUNDINAMARCA,BUCARAMANGA,No aplica,Educacion Profesional completa,Estrato 4,7 o más,Cinco,No,Si,No,Si,Si,No,Si,No,0 A 10 LIBROS,3 a 5 veces por semana,1 vez por semana,3 a 5 veces por semana,No,No sabe,Igual,30 minutos o menos,Entre 1 y 3 horas,21-40,Si,COLEGIO COMFANDI EL PRADO,FEMENINO,OFICIAL,B,S,ACADEMICO,SEDE PRINCIPAL,S,URBANO,TARDE,CALI,CUNDINAMARCA,355,29
CC,M,20191,COLOMBIA,CUNDINAMARCA,MEDELLIN,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 1,3 a 4,Tres,Si,Si,No,No,No,Si,Si,No,0 A 10 LIBROS,Todos o casi todos los dias,Todos o casi todos los dias,Todos o casi todos los dias,No aplica,Si,Igual,30 minutos o menos,30 minutos o menos,11-20,No,COLEGIO CENTRAL,MIXTO,NO OFICIAL,A,S,TECNICO,COLEGIO COMFANDI EL PRADO,S,RURAL,TARDE,BUCARAMANGA,SANTANDER,294,17
CE,F,20192,COLOMBIA,CUNDINAMARCA,BUCARAMANGA,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 1,7 o más,Cinco,Si,No,Si,Si,Si,No,No,No,11 A 50 LIBROS,Todos o casi todos los dias,3 a 5 veces por semana,Todos o casi todos los dias,No,No sabe,Mejor,Más de 3 horas,30 minutos o menos,1-10,No,COLEGIO MAYOR,MASCULINO,NO OFICIAL,A,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,URBANO,MANANA,BUCARAMANGA,SANTANDER,237,16
CC,M,20182,COLOMBIA,ANTIOQUIA,BARRANQUILLA,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 4,3 a 4,Dos,Si,No,Si,No,Si,Si,Si,Si,MAS DE 100 LIBROS,1 vez por semana,Nunca,1 vez por semana,Si,No sabe,Peor,30 minutos o menos,30 minutos o menos,21-40,Si,COLEGIO COMFANDI EL PRADO,MASCULINO,OFICIAL,B,S,TECNICO,SEDE PRINCIPAL,S,RURAL,TARDE,BARRANQUILLA,VALLE,276,28
CE,F,20181,COLOMBIA,CUNDINAMARCA,BOGOTA,Educacion Profesional completa,Educacion Profesional completa,Estrato 6,3 a 4,Cuatro,No,No,Si,Si,No,Si,No,No,0 A 10 LIBROS,Nunca,Todos o casi todos los dias,Todos o casi todos los dias,No sabe,Si,Igual,30 minutos o menos,Más de 3 horas,0,No,COLEGIO CENTRAL,FEMENINO,OFICIAL,A,S,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,URBANO,NOCHE,BOGOTA,ANTIOQUIA,292,21
TI,F,20172,COLOMBIA,ATLANTICO,BUCARAMANGA,Educacion Profesional incompleta,No aplica,Estrato 2,7 o más,Dos,Si,Si,No,Si,Si,Si,Si,Si,MAS DE 100 LIBROS,Todos o casi todos los dias,1 vez por semana,3 a 5 veces por semana,No aplica,No,Mejor,Entre 1 y 3 horas,30 minutos o menos,0,No,COLEGIO MAYOR,MIXTO,NO OFICIAL,A,N,ACADEMICO,SEDE PRINCIPAL,S,RURAL,NOCHE,MEDELLIN,CUNDINAMARCA,210,27
CC,M,20181,COLOMBIA,VALLE,BARRANQUILLA,Educacion Profesional incompleta,No aplica,Estrato 5,3 a 4,Dos,No,Si,Si,No,Si,No,No,Si,11 A 50 LIBROS,Nunca,Nunca,Nunca,No,No sabe,Peor,30 minutos o menos,Entre 1 y 3 horas,11-20,No,COLEGIO CENTRAL,MIXTO,NO OFICIAL,A,S,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,RURAL,NOCHE,CALI,VALLE,151,27
TI,M,20171,COLOMBIA,VALLE,BOGOTA,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 5,5 a 6,Dos,No,No,No,Si,No,Si,No,Si,MAS DE 100 LIBROS,Todos o casi todos los dias,1 vez por semana,Nunca,No,No aplica,Mejor,30 minutos o menos,Más de 3 horas,21-40,No,COLEGIO CENTRAL,MIXTO,NO OFICIAL,A,S,ACADEMICO,SEDE PRINCIPAL,S,RURAL,NOCHE,BARRANQUILLA,VALLE,311,25
CE,F,20181,COLOMBIA,CUNDINAMARCA,CALI,No aplica,Educacion Profesional completa,Estrato 5,5 a 6,Dos,No,No,Si,Si,Si,Si,No,No,MAS DE 100 LIBROS,1 vez por semana,Todos o casi todos los dias,3 a 5 veces por semana,Si,Si,Peor,Entre 1 y 3 horas,30 minutos o menos,0,No,COLEGIO COMFANDI EL PRADO,MIXTO,OFICIAL,A,N,ACADEMICO,SEDE SECUNDARIA,S,URBANO,NOCHE,BARRANQUILLA,ATLANTICO,398,29
